customerCode,customerName,customerNotes
PLUSFA-3152-001,Plush Knox,
PLUSFA-4305-001,Plush Toowoomba,
PLUSFA-5031-001,Plush Mile End,
PMCM2,PMC Mechanical Services,
PMCS2,PM Control Systems (Australia) Pty Ltd,
PMED2,Profile Medical Devices,
PMEL6,Perth Marine Electrical,
POAU2,Powerbox Australia Pty Ltd,
POAU3,Powercor Australia Ltd,
POCO8,Partners on Country,
PODI4,Powerhouse Distribution P/L,
POEQ3,Power Equipment Pty Ltd,
POES3,Powertech Electrical Services,
POFL2,Powerflo Solutions,
POIA3,Power Industries Australia,
POMA2,Polaris Marine,
POMU2,Powerhouse Museum,
POPE2,Premier Outdoor Power Equipment,
POTO8,Port of Townsville Ltd,
PPAE0,Pan Pacific Auto Electrics Ltd,
PPEN2,Peel Precision Engineering,
PRAG2,Providence Asset Group,
PRAL4,Provectus Algae,
PRBLG,ProbeLogic Pty Ltd,
PRIMA3,Prisma Made,
PRIMA3U,Prisma Made,
PRIT4,Procureit,
PRMA0,Progress Rail Manufacturing Corporation |,
PRMA0U,Progress Rail Manufacturing Corporation,
PRMA2,Progress Rail Rail Services Electro-Motive Maint Operation,
PRMA21,Progress Rail Australia P/L,
PRMK8,Prahran Market Pty Ltd,
PRMU2,Premier Mushrooms Pty Ltd,
PROA2,Professional Automation P/L,
PROE3,ProQuip,
PRPO4,PR Power,
PRPU2,Prime Pumps Pty Ltd,
PRSE2,Premiair Services Pty Ltd (Atf Xiberras Family Trust),
PSCO8A,Parkes Shire Council,
PSIF3,PSI Fluid Power,
PSSC8,Port Stephens Shire Council,
PSSC81,Port Stephens Shire Council - Raymond,
PSSC82,Port Stephens Shire Council - Nelson Bay,
PTAU4,P.T. Automation Solutions,
PTBM0U,PT BLACKMAGIC DESIGN,
PTCE6,Public Transport Authority,
PWBS8,Primewest Funds Ltd Atf Brassall Shopping Centre,
PWLM6,PathWest Laboratory Medicine WA,
PWPL8,QACPF Pittwater Place Pty Ltd ATF QACPF Pittwater Place Trust ABN 63218440681,
PWSE7,Tasmania Parks and Wildilfe Service,
QFIS4,Queensland Fuel Injection Service,15% Discount
QILP8,Quilpie Shire,
QISHM,QISH Medical,
QLDT4,Queensland Uni Of Technology Facilities Management,
QPWS01,Qld Parks & Wildlife Service - Mossman,
QPWS02,Qld Parks & Wildlife Service - Parkhurst,
QPWS03,Qld Parks & Wildlife Services - Daisy Hill,
QPWS04,Qld Parks & Wildlife - Beechmont,
QPWS05,Qld Parks & Wildlife - Cairns,
QPWS06,Qld Parks & Wildlife - Cardwell,
QPWS07,Qld Parks & Wildlife - Toowoomba,
QPWS08,Qld Parks & Wildlife Service - Kingaroy,
QPWS09,Qld Parks & Wildlife Service - Ripplecreek,
QPWS10,Qld Parks and Wildlife Service - Longreach,
QPWS11,Queensland Parks & Wildlife Service & Partnerships,
QPWS12,Queensland Parks & Wildlife Service & Partnerships,
QPWS13,Dept.of Environment & Science,
QPWS14,Queensland Parks & Wildlife Service & Partnerships,
QPWS15,Queensland Parks & Wildlife Service - Walkabout Creek,
QPWS16,Queensland Parks and Wildlife Service & Partnerships,
QPWS17,Queensland Parks & Wildlife,
QPWS18,Queensland Parks & Wildlife,
QPWS813,Queensland Parks & Wildlife Service and Partnership,
QPWS8T,Queensland Parks & Wildlife Service & Partnerhships,
QUHE4,Queensland Health Townsville Hospital & Health Service,
R4RO4,R4 Robotics,
RAEL4,Ritson Auto Electrics,
RATCO,Ratio Consultants Pty Ltd,
RBGA2,The Royal Botanic Gardens and Domain Trust,
RBSE2,RONDO BUILDING SERVICES P/L,
RCMB8,The Rural City of Murray Bridge,
RCTE6,Remote Control Technologies P/L,30% off solenoids only
RDPA4,R D Pearce & Associates P/L,
REAU2L,Lear & Smith Elec. Wholesalers (A Div Rexel Group Aust P/L),
REAU2M,Rexel Electrical Supplies Pty Ltd,
REFI8,YFG Shopping Centres & Australia Fair Northeast,
REFI8A,YFG SHOPPING CENTRES & TRONDAGE UNITED PTY LTD,
REFI8B,YFG SHOPPING CENTRES &,
REFI8C,(OWREDB) YFG SHOPPING CENTRES,
REFI8D,(OWASPL) YFG Shopping Centres Pty Ltd,
REGE4,Reactive Generators,
REMT3,Remtron Automation Pty Ltd,
RENAUS,Renascent Australia Pty Ltd,
RESO2,GN Hearing Australia Pty Ltd,
RETO2,Renzo & Tonin & Associates Pty Ltd,
RETS3,Redflex Traffic Systems P/L,
REVI0,Redbyte Design Pty Ltd,
RHCR2,WALSH & COMPANY INVESTMENTS,
RICMA,Richardson Marine,
RICO2,Drill Doctors Pty Ltd,
RIMQ7,Rivtow Marine Queensland P/L,
RIOT6,Pilbara Iron,
RIOT6U,Pilbara Iron Company (Services) Pty Ltd,
RIOTN6,Rio Tinto,
RIPG3,Riviera Pumps & Generators,15% Discount
RJMCD2,RJM Complete Diesel,
RKFE2,RKF Engineering Services,
RMEM8,R.M.E.M Engineering,
RMEQ4,Russell Mineral Equipment P/L,
RMLE2B,DOWNER EDI ENGINEERING,
RMPL8A,Ispt Pty Ltd Richmond Marketplace,
ROBO3,Robert Bosch (Australia) Pty Ltd,
ROBO3U,Robert Bosch (Australia) P/L,
ROIN0,Roadinfor Nordic AB,
ROLA2,Rollers Australia,
ROPL0,Robotics Plus,
RORC8,Rockhampton Regional Council,
RORK8,Rork Projects Pty Ltd (Under Administration),
ROSYS2,Robotic Systems Pty Ltd,
ROWI0,Rotor & Wing,
RSFA4,Richards Steel Fabricaition Pty Ltd,
RTAG2,Road & Maritime Services,
RTLM3,RTL Mining And Earthworks P/L,
RUMA2,Runswell Machinery P/L,
RUSO3,Ruson Pty Ltd,
RUTR2,Ross Underwood Transport,
RVCO2,Richmond Valley Council,
RYCO4,RYZA Constructions,
RYPRE,Rye Park Renewables Energy Pty Ltd ATF the Rye Park Wind Farm Trust,
SAAB4U,Saab Australia Pty Ltd,
SAAE5,SA Auto Electrics,
SAAS0,Singapore Aerospace & Aviation Services Pte Ltd,
SAAU5,Sage Automation Pty Ltd,
SACO8,Sydney Airport Corporation Limited,
SAEN3,Soul-Amp Engineering,
SAIN2,Saunders International Pty Ltd,
SALB2,Salmon Bros Electrical Pty Ltd,
SANO3,St Antonios Nominees,
SANT5,Santos Limited,
SAPD5,South Eastern Sydney Local Health District,
SAPN5,SA Power Networks,
SASM8,SA Security Monitoring Pty Ltd,
SASY0,Saab Australia Pty Ltd,
SAV12,Sato Vicinity Pty Ltd,
SAWC8,South Australian Water Corporation,
SBMM6,SBM Mobile Welding,
SC-2067-001,Mandarin Centre,
SC-2259-001,Village Central Wyong,
SC2000-001,Queen Victoria Building,
SC2000-002,The Galleries,
SC2000-003,The Strand Arcade,
SC2000-004,World Square,
SC2000-005,Town Hall Square,
SC2000-006,Chifley Plaza,
SC2000-007,52 Martin Place,
SC2000-008,Pavilion On George,
SC2000-009,MetCentre,
SC2001-001,Stockland Piccadilly Shopping Centre,
SC2008-001,Central Park Mall,
SC2011-001,Kings Cross Centre,
SC2011-002,Omnia Potts Point,
SC2022-001,Westfield Bondi Junction,
SC2022-002,Eastgate Bondi Junction Shopping Centre,
SC2033-001,Supa Centa Moore Park,
SC2035-001,Pacific Square,
SC2036-001,Westfield Eastgardens,
SC2036-002,Southpoint Shopping Centre,
SC2040-001,MarketPlace Leichhardt,
SC2040-002,Norton Plaza Shopping Centre,
SC2060-001,Northpoint Tower,
SC2062-001,Cammeray Square,
SC2067-001,Chatswood Chase Sydney,
SC2067-002,Westfield Chatswood,
SC2068-001,The Valley Plaza Shopping Centre,
SC2075-001,St Ives Shopping Village,
SC2077-001,Westfield Hornsby,
SC2082-001,Berowra Village,
SC2086-001,Forestway Shopping Centre,
SC2088-001,Bridgepoint Shopping Centre,
SC2093-001,Balgowlah Shopping Centre,
SC2099-001,Dee Why Grand Shopping Centre,
SC2100-001,Westfield Warringah Mall,
SC2102-001,Warriewood Square Shopping Centre,
SC2103-001,Pittwater Place Shopping Centre,
SC2111-001,Gladesville Shopping Village,
SC2112-001,Top Ryde City Shopping Centre,
SC2114-001,Home-Co West Ryde,
SC2118-001,Carlingford Court,
SC2119-001,Beecroft Place,
SC2120-001,Thornleigh Marketplace,
SC2122-001,Eastwood Shopping Centre,
SC2126-001,Cherrybrook Village,
SC2131-001,Ashfield Mall,
SC2134-001,Westfield Burwood,
SC2134-002,Burwood Plaza,
SC2140-001,DFO Homebush,
SC2140-002,Sydney Markets,
SC2141-001,Lidcombe Shopping Centre,
SC2144-001,Auburn Central Shopping Centre,
SC2144-002,Centuria Auburn Megamall,
SC2145-001,Pemulwuy SC Pty Ltd,
SC2147-001,Herdsman,
SC2148-001,Blacktown Mega Centre,
SC2150-001,Westfield Parramatta,
SC2151-001,North Rocks Shopping Centre,
SC2153-001,Norwest Marketown,
SC2153-002,Grove Square - The Hills,
SC2153-003,Winston Hills Mall,
SC2154-001,Castle Towers/Castle Mall,
SC2154-002,Home-Co Hills Super Centre,
SC2155-001,North Kellyville Square,
SC2155-002,HomeCo. Kellyville,
SC2160-001,Stockland Merrylands Shopping Centre,
SC2162-001,Chester Square,
SC2164-001,Stockland Wetherill Park Shopping Centre,
SC2165-001,Fairfield Forum Shopping Centre,
SC2165-002,Fairfield City Central,
SC2170-001,Westfield Liverpool,
SC2170-002,Liverpool Plaza,
SC2170-003,Th Grove Homemaker Centre Liverpool,
SC2171-001,Carnes Hill Marketplace,
SC2177-001,Bonnyrigg Plaza,
SC2179-001,HomeCo. Leppington,
SC2190-001,Chullora Marketplace,
SC2194-001,Campsie Centre,
SC2196-001,Roselands Shopping Centre,
SC2197-001,Bass Hill Plaza,
SC2200-001,Bankstown Central,
SC2216-001,Rockdale Plaza,
SC2220-001,Westfield Hurstville,
SC2220-002,Hurstville Central,
SC2224-001,Southgate Shopping Centre,
SC2228-001,Westfield Miranda,
SC2229-001,Caringbah Shopping Village,
SC2259-002,Westfield Tuggerah,
SC2259-003,Lake Munmorah Shopping Centre,
SC2261-001,Bateau Bay Square,
SC2263-001,Lake Haven Centre,
SC2264-001,Morisset Square,
SC2280-001,Belmont Citi Centre,
SC2280-002,Jewellstown Plaza,
SC2282-001,Warners Bay Village,
SC2285-001,Glendale city Centre,
SC2285-002,Edgeworth Town Square,
SC2285-003,Cameron Park Plaza,
SC2287-001,Wallsend Village,
SC2287-002,Elermore Vale Shopping Centre,
SC2289-001,Westfield Kotara,
SC2290-001,Lake Macquarie Square,
SC2291-001,Junction Fair Shopping Centre,
SC2299-001,Jesmond Central,
SC2302-001,Marketown Shopping Centre,
SC2304-001,Warabrook Shopping Centre,
SC2316-001,Port Stephens Homemaker Centre,
SC2317-001,Salamander Bay Square,
SC2320-001,Maitland Riverside Plaza,
SC2320-002,Hunter Supa Centre,
SC2320-003,Home + Life Rutherford,
SC2320-004,Rutherford Marketplace,
SC2322-001,Thornton Shopping Centre,
SC2323-001,Stockland Green Hills Shopping Centre,
SC2330-001,Singleton Square,
SC2340-001,Tamworth Square,
SC2350-001,Armidale Central,
SC2428-001,Stockland Forster Shopping Centre,
SC2430-001,Manning Mall,
SC2444-001,Settlement City,
SC2444-002,Port Central Shopping Centre,
SC2450-001,Moonee Market,
SC2452-001,Toormina Gardens Shopping Centre,
SC2480-001,Lismore Square,
SC2480-002,Lismore Central,
SC2484-001,Sunnyside Mall,
SC2485-001,Tweed Mall Shopping Centre,
SC2500-001,Wollongong Central Shopping Centre,
SC2502-001,Warrawong Plaza,
SC2518-001,Corrimal Centre,
SC2519-001,Ambience Fairy Meadow,
SC2525-001,Figtree Grove Shopping Centre,
SC2528-001,Warilla Grove Shopping Centre,
SC2529-001,Stockland Shellharbour Shopping Centre,
SC2536-001,Village Centre and Bridge Plaza,
SC2541-001,Nowra Centre Plaza,
SC2541-002,Nowra Mall,
SC2550-001,Sapphire Marketplace,
SC2557-001,HomeCo. Gregory Hills,
SC2558-001,Eagle Vale Marketplace,
SC2560-001,Macarthur Square,
SC2560-002,Campbelltown Mall,
SC2566,Minto Market Place,
SC2567-001,Mt Annan Central,
SC2567-002,Narellan Town Centre,
SC2567-003,Mount Annan Marketplace,
SC2567-004,Harrington Plaza,
SC2570-001,Spring Farm Shopping Centre,
SC2575-001,Highlands Marketplace,
SC2580-001,Goulburn Square,
SC2606-001,Westfield Woden,
SC2609-001,Canberra Outlet Centre,
SC2614-001,Jamison Plaza,
SC2617-001,Westfield Belconnen,
SC2617-002,Capital Food Market,
SC2619-001,Jerrabomberra Village,
SC2620-001,Riverside Plaza,
SC2640-001,West End Shopping Centre,
SC2640-002,Myer Centrepoint,
SC2641-001,Lavington Square Shopping Centre,
SC2650-001,Wagga Wagga Marketplace,
SC2650-002,Sturt Mall Shopping Centre,
SC2747-001,Jordan Springs Shopping Centre,
SC2750-001,Nepean Village,
SC2750-002,Lennox Village,
SC2750-003,Westfield Penrith,
SC2750-004,Southlands Shopping Centre,
SC2751-001,Huntlee Shopping Centre,
SC2753-001,Richmond Marketplace,
SC2756-001,Windsor Riverview Shopping Centre,
SC2756-002,Windsor Marketplace,
SC2759-001,St Clair Shopping Centre,
SC2761-001,Greenway Village,
SC2768-001,Stanhope Village,
SC2770-001,Westfield Mount Druitt,
SC2795-001,Armada Bathurst Shopping Centre,
SC2800-001,Orange Central Square,
SC2830-001,Dubbo Square,
SC2870-001,Parkes Metroplaza,
SC2900-001,South Point Tuggeranong,
SC2912-001,Marketplace Gungahlin,
SC2913-001,Casey Market Town,
SC3000-001,Emporium Melbourne,
SC3000-002,206 Bourke Street,
SC3000-003,Melbourne's GPO Shopping Centre,
SC3000-004,The Strand Melbourne,
SC3000-005,Midtown Melbourne,
SC3001-001,Myer Melbourne,
SC3006-001,DFO South Wharf,
SC3006-002,Melbourne Square,
SC3008-001,Spencer Outlet Centre,
SC3019-001,Central West Shopping Centre,
SC3020-001,Sunshine Marketplace,
SC3025-001,Altona Gate Shopping Centre,
SC3027-001,Williams Landing Shopping Centre,
SC3030-001,Stockland Point Cook Shopping Centre,
SC3032-001,Maribyrnong Homemaker Centre,
SC3038-001,Keilor Central,
SC3038-002,Watergardens Shopping Centre,
SC3041-001,DFO Essendon,
SC3042-001,Westfield Airport West,
SC3047-001,Broadmeadows Central,
SC3064-001,Roxburgh Village,
SC3072-001,Northland Shopping Centre,
SC3082-001,Westfield Plenty Valley,
SC3083-001,DFO Uni Hill,
SC3109-001,The Pines Shopping Centre (011),
SC3121-001,Victoria Gardens Shopping Centre,
SC3124-001,Camberwell Place,
SC3128-001,Box Hill Central (North Precinct),
SC3128-002,Box Hill Central (South Precinct),
SC3130-001,Blackburn Square Shopping Centre,
SC3131-001,Forest Hill Chase Shopping Centre,
SC3136-001,Croydon Central Shopping Centre,
SC3140-001,Lilydale Marketplace,
SC3146-001,Tooronga Village,
SC3148-001,Chadstone Shopping Centre,
SC3150-001,The Glen Shopping Centre,
SC3150-002,Brandon Park Shopping Centre,
SC3150-003,Century City Walk,
SC3152-001,Westfield Knox Shopping Centre,
SC3163-001,Carnegie Central,
SC3166-001,Oakleigh Central,
SC3192-002,Westfield Southland,
SC3194-001,DFO Moorabbin,
SC3199-001,Bayside Centre,
SC3205-001,South Melbourne Central,
SC3214-001,Corio Village Shopping Centre,
SC3216-001,Belmont Village Shopping Centre,
SC3217-001,Home-Co Armstrong Creek DM Centre,
SC3220-001,Westfield Geelong,
SC3220-002,Market Square Shopping Centre,
SC3224-001,Gateway Plaza Leopold,
SC3226-001,Kingston Village Square,
SC3355-001,Stockland Wendouree Shopping Centre,
SC3550-001,Bendigo Marketplace,
SC3555-001,Lansell Square,
SC3802-001,Endeavour Hills Shopping Centre,
SC3805-001,Westfield Fountain Gate,
SC3805-002,Casey Central Shopping Centre,
SC3810-001,Pakenham Central Marketplace,
SC3840-001,Mid Valley Shopping Centre,
SC3844-001,Traralgon Centre Plaza,
SC3910-001,The Gateway Shopping Centre,
SC3931-001,Mornington Central,
SC3931-002,Bentons Square Shopping Centre,
SC3939-001,Rosebud Plaza,
SC3977-001,Cranbourne Park Shopping Centre,
SC4000-001,Queens Plaza Mall,
SC4000-002,Uptown,
SC4000-003,Wintergarden Shopping Centre,
SC4000-004,The Barracks Shopping Centre,
SC4008-001,DFO Brisbane,
SC4012-001,Toombul Shopping Centre,
SC4018-001,Taigum Square,
SC4034-001,Aspley Homemaker,
SC4054-001,Arana Hills Plaza,
SC4074-001,Mt Ommaney Centre,
SC4075-001,The Station Oxley,
SC4078-001,Forest Lake Shopping Centre,
SC4102-001,Buranda Village,
SC4109-001,Sunnybank Plaza,
SC4109-002,Sunnybank Hills Shoppingtown,
SC4109-003,Sunny Park Shopping Centre,
SC4109-004,MacGregor Home,
SC4114-001,Logan Central Plaza,
SC4118-001,Grand Plaza,
SC4118-002,Village Fair Shopping Centre,
SC4152-001,Westfield Carindale,
SC4161-001,Alexandra Hills Shopping Centre,
SC4163-001,Cleveland Central,
SC4165-001,HomeCo. Victoria Point,
SC4170-001,Cannon Hill Kmart Plaza Shopping Centre,
SC4212-001,Westfield Helensvale,
SC4215-001,Australia Fair Shopping Centre,
SC4215-002,Australia Fair Metro,
SC4216-001,Runaway Bay Centre,
SC4216-002,Harbour Town Premium Outlets,
SC4217-001,Paradise Centre,
SC4220-001,Stockland Burleigh Heads Shopping Centre,
SC4225-001,The Strand at Coolangatta,
SC4305-001,Brassall Shopping Centre,
SC4305-002,Riverlink Shopping Centre,
SC4350-001,The Ridge Shoppingworld,
SC4350-002,Toowoomba Plaza,
SC4350-003,Clifford Gardens Shopping Centre,
SC4455-001,Westlands Plaza,
SC4500-001,Strathpine Centre,
SC4506-001,Morayfield Shopping Centre,
SC4507-001,Bribie Island Central,
SC4551-001,Stockland Caloundra Shopping Centre,
SC4551-002,Caloundra Shopping Centre,
SC4551-003,Stockland Baringa Shopping Centre,
SC4557-001,The Wharf Mooloolaba,
SC4558-001,Sunshine Plaza,
SC4558-002,Maroochydore Homemaker Centre,
SC4558-003,Sunshine Homemaker Centre,
SC4566-001,Noosa Civic Centre,
SC4570-001,Gympie Central,
SC4570-002,Goldfields Plaza,
SC4575-001,Stockland Birtinya Shopping Centre,
SC4610-001,Kingaroy Shoppingworld,
SC4655-001,Stockland Hervey Bay Shopping Centre,
SC4655-002,Pialba Place,
SC4670-001,Sugarland Plaza Bundaberg,
SC4670-002,Stockland Kensington Shopping Centre,
SC4680-001,Gladstone Centre Plaza,
SC4700-001,Rockhampton City Centre Plaza,
SC4700-002,Allenstown Square,
SC4701-001,Stockland Rockhampton Shopping Centre,
SC4740-001,Mount Pleasant Centre,
SC4802-001,Whitsunday Plaza Shopping Centre,
SC4812-001,CastleTown Shoppingworld,
SC4814-001,Townsville Shopping Centre,
SC4814-002,The Intersection Townsville Shopping Centre,
SC4870-001,Earlville Shopping Town,
SC5031-001,Brickworks Marketplace,
SC5037-001,Kurralta Central Shopping Centre,
SC5039-001,Castle Plaza Shopping Centre,
SC5046-001,Westfield Marion,
SC5067-001,Norwood Place,
SC5092-001,Westfield Tea Tree Plaza,
SC5097-001,St Agnes Shopping Centre,
SC5112-001,Elizabeth City Centre,
SC5168-001,Colonnades Shopping Centre,
SC5168-002,Noarlunga Homemaker Centre,
SC5540-001,Primewest Port Pirie Shopping Centre,
SC6000-001,Enex Perth,
SC6000-002,Carillion City,
SC6000-003,100 St Georges Terrace,
SC6005-001,City West Centre,
SC6010-001,Claremont Quarter,
SC6014-001,Floreat Forum,
SC6016-001,Hawaiian's Mezz,
SC6018-001,Westfield Innaloo,
SC6020-001,North Beach Shopping Centre,
SC6021-001,Primewest Northlands,
SC6023-001,Duncraig Shopping Centre,
SC6024-001,Warwick Grove Shopping Centre,
SC6025-001,Westfield Whitford City,
SC6025-002,Hillarys Boardwalk,
SC6026-001,Woodvale Boulevard Shopping Centre,
SC6027-001,Lakeside Joondalup Shopping City,
SC6028-001,Currumbine Central Shopping Centre,
SC6035-001,Yanchep Village,
SC6036-001,Butler Central,
SC6054-001,Hawaiian's Bassendean,
SC6056-001,Midland Gate Shopping Centre,
SC6056-002,Centrepoint Shopping Centre,
SC6056-003,Darling Ridge Shopping Centre,
SC6058-001,Hawaiian's Forrestfield,
SC6059-001,Dianella Plaza Shopping Centre,
SC6060-001,Flinders Square,
SC6060-002,Dog Swamp Shopping Centre,
SC6061-001,Stirling Central Shopping Centre,
SC6061-002,The Square Mirrabooka,
SC6062-001,Galleria Shopping Centre,
SC6062-002,Hawaiian's Noranda,
SC6063-001,Altone Park Shopping Centre,
SC6063-002,Springs Shopping Centre,
SC6064-001,Hawaiian Newpark Shopping Centre,
SC6064-002,Alexander Heights Shopping Centre,
SC6065-001,Wanneroo Central,
SC6069-001,Ellenbrook Central,
SC6076-001,Kalamunda Central,
SC6101-001,Victoria Park Central,
SC6101-002,Hawaiian's Park Centre,
SC6105-001,DFO Perth,
SC6105-002,Belmont Forum,
SC6107-001,Westfield Carousel,
SC6108-001,Thornlie Square Shopping Centre,
SC6109-001,Maddington Central,
SC6110-001,Southern River Shopping Centre,
SC6110-002,Southern River Square Shopping Centre,
SC6112-001,Armadale Shopping City,
SC6112-002,Stockland Harrisdale Shopping Centre,
SC6147-001,Lynwood Village Shopping Centre,
SC6148-001,Riverton Forum,
SC6149-001,Bull Creek Shopping Centre,
SC6152-001,Waterford Plaza Shopping Centre,
SC6155-001,Livingston Marketplace,
SC6155-002,Home-Co Southlands Boulevarde,
SC6157-001,Hawaiian's Melville,
SC6163-001,Phoenix Shopping Centre,
SC6164-001,Cockburn Gateway Shopping City,
SC6164-002,Lakes Shopping Centre,
SC6167-001,Kwinana Marketplace,
SC6168-001,Rockingham Centre,
SC6169-001,Warnbro Centre,
SC6171-001,Stockland Baldivis Shopping Centre,
SC6173-001,Secret Harbour Square,
SC6176-001,Singleton Village Shopping Centre,
SC6208-001,Pinjarra Junction Shopping Centre,
SC6210-001,Mandurah Forum,
SC6210-002,Halls Head Central,
SC6210-003,Erskine Central Shopping Centre,
SC6230-001,Bunbury Forum Shopping Centre,
SC6230-002,Bunbury Centre Point Shopping Centre,
SC6280-001,Vasse Village,
SC6280-002,Busselton Central Shopping Centre,
SC6280-003,Busselton Boulevard Shopping Centre,
SC6330-001,Albany Plaza,
SC6330-002,Chester Pass Mall,
SC6450-001,Esperance Boulevarde,
SC6530-001,Stirlings Central,
SC6530-002,Northgate Shopping Centre,
SC6714-001,Karratha City Plaza,
SC6725-001,Broome Boulevard Shopping Centre,
SC7008-001,New Town Plaza,
SC7010-001,Northgate Centre,
SC7010-002,Glenorchy Central,
SC7018-001,Eastlands Centre,
SC7018-002,Shoreline Plaza,
SC7050-001,Channel Court Shopping Centre,
SC7170-001,Cambridge Homemaker Centre,
SC7310-001,Devonport Homemaker Centre,
SCAE4,Southern Cross Auto Electrics,30% Discount
SCAU6,Scuba Care Australia,
SCAU8,Water NSW,
SCAU8A,Place Management NSW,
SCBR4,Score Australasia Pty Ltd,
SCC08,Shellharbour City Council,
SCCO2,Shoalhaven City Council,
SCCO4A,Diverseco Pty Ltd,
SCHAU6,Schramm Australia,
SCIS8,Shire of Cocos Islands,
SCLM4,Sunshine Coast Line Marking,
SCRC8,Sunshine Coast Council,
SCRC81,Sunshine Coast Council - Caloundra,
SCSC0,Shore City Shopping Centre P/L,
SCUN8,Shire of Cunderdin,
SDCE2,SYDNEY DIESEL CENTRE,15% Discount
SDIS6,Select Diesel Services,10% Trade Discount
SDRC8,Southern Downs Regional Council,
SDTS0,Simms Diesel & Turbocharger Servce Ltd,DHL A.C 960448988
SEAL8,Sealink,
SEAU2,Schneider Electric (Australia) Pty Ltd,
SEAU3,Secomm Australia,
SEDY3,Sensor Dynamics,
SEEL0,Service Electrical Ltd,
SENE3,Sensen Networks Pty Ltd,
SEPHAU,Sephora Australia Pty Ltd,
SEQW4,Seqwater,
SESLHD,South Eastern Sydney Local Health District,
SEWA4,Sea Wasp Australia Pty Ltd,
SFBO3,Sawers Farms Boort,
SFNS2,Forestry Corporation Of NSW,
SGAE4,St George Agricultural & Engineering Supplies,
SGEL3,Southern Generators & Electriecal Pty Ltd,10% Trade Discount 25% orders of 10+
SGGA2,LNW Gaming ANZ Pty Ltd,
SGIN6,Stealth Global Industries (Australia) Pty Ltd,
SGLMG,Sydney Gay and Lesbian Mardi Gras Ltd,
SGNO6,Shire of Gnowangerup,
SHBR8,Shire of Broome,
SHDE8,Shire of Denmark,
SHEP4,Shellby Power Pty Ltd,
SHGR8,Schramm Group,
SHKA8,City of Kalamunda,
SHMU8,Shire of Mundaring,
SHON8,Shire of Northam,
SHRCC8,Swan Hill Rural City Council,
SHTHE8,Shannon Thomas Electrical Pty Ltd,
SHTO8,Shire of Toodyay,
SHUNDS,"Shanghai Unicross Data Service Co., Ltd.",
SHYO6,Shire of York,
SIAU6,Sinwa Australia Pty Ltd,
SIIN4,Simtex International Pty Ltd,
SILO4,Simmons Logistics,
SIRU7,Sirus Mining Solutions,
SISC8,EK Nominees St Ives Shopping Village,
SJELE3,SJ Electric (VIC) Pty Ltd,
SKIL8,Rytenskild Traffic Engineering,
SLNS2,State Library of NSW,
SLRCA,SLR Consulting Australia Pty Ltd,
SLSC8,SCA Property Group-Shoreline,
SLWA001,State Library of Western Australia,
SMAN8,Shire of Manjimup,
SMGL,Smith Global,
SMGR2,Shopper Media Group Pty Ltd,
SOCA8,Shire of Capel,
SOPA2C,Rheem Australia Pty Ltd,
SORC8,Somerset Regional Council,
SPEC2,Spectrom Pty Ltd,
SPIT4,Spitwater QLD,
SRCE4,SRC Engineering Pty Ltd,
SREPS6,SREPS Capital Equipment Pty Ltd,
SRHC3,Seymour Railway Heritage Centre,
SRRC8,Scenic Rim Regional Council,
SRSP3,SRS Power Pty Ltd,
SRXG3,SRXGlobal (Australia) Pty Ltd,
SSMA0,S.S.MAKMUR SDN.BHD,
STAN8,St Andrews House Corporation Atf St Andrews House Trust,
STBC8,Stockland Bull Creek,
STBE6,Statewide Bearings,
STCA8,Stockland Caloundra,
STCE3,Steel Cement Pty Ltd,
STCE8,Swordfish Australia Sub TC P/L Atf Strathpine Trust,
STDA8,Matrix Traffic and Transport,
STE3UA,S-Tec Corporation (Australia) Pty Ltd,
STEX2,Specialist Tunnel Excavation,15% discount
STOAU,Stowe Australia Pty Ltd,
STPI8,Stockland Service Centre,
STPI8A,Stockland The Pines,
STRI8,Riverton Forum,
STSA4,Stemsafe,
STSH8,Stockland Shellharbour,
STSS8,Strathbogie Shire Council,
STSY2,Sea-Tech Systems Pty Ltd,
STUBE,Studio Below,
SUCO8,Surf Coast Shire Council,
SUHW2,Sunraysia Hardsurfacing & Wear Parts,
SUIN8,Surfrider Investments P/L The Strand At Coolangatta,
SUMI2,Summit Investments,
SUNW4,Sunwater Limited,
SUPL4,Sunshine Plaza,
SURFL8,Truckloads - Coolangatta,
SUSHC,Sutherland Shire Council,
SUSO3,Subterranean Solutions,
SVCS4,St Vincents Care Services-QLD,
SWME6,Seven West Media (WA),
SWOOP3,SWOOP Aero,
SYLM8,Museums of History NSW,
SYMA0,Sys-Mac Automation Engineering,
TABGMA,The Australian Botanic Garden Mount Annan,
TACC0,Taranaki Civil Construction Ltd,
TAMA6,J.N. Taylor & Co Pty Ltd,
TAMS8,Territory Asset Management Service,
TANU2,The Aust National University,
TAPR2,TPR Systems,
TARC8,Tablelands Regional Council,
TASE2,Tamworth Small Engines,
TAVE4,Tasman Venture,
TAWI5,Taylors Wines,
TCBC,The Canterbury-Bankstown Council,
TCBW5,T.C.B Wholesaling Pty Ltd,
TCME5,TCM Electronics,
TCRG2,TCR Group,
TDCO8,Traffic Data & Control,
TEAU6,Technical Australia Pty Ltd,
TEES8,Team Electrical Services Pty Ltd,
TEFO2,Tefol Pty Ltd,
TEIN0,Territory Instruments,
TEMA8,Traffic Engineering & Managment Ltd,
